userID,age,sex,edu,major,work,IAT,self,HPC,perf
U126,27,F,High,FALSE,TRUE,22,3,9,51
U127,24,M,Univ,FALSE,TRUE,34,1,10,57
U128,30,F,UnivO,FALSE,FALSE,19,5,6,49
U129,29,F,Univ,TRUE,TRUE,17,4,8,64
U130,26,F,GradO,FALSE,TRUE,35,2,5,59
U131,21,F,Univ,FALSE,FALSE,42,3,12,39
U132,29,F,Univ,FALSE,TRUE,44,1,9,58
U133,26,F,GradO,FALSE,FALSE,25,5,8,51
U134,28,M,Univ,FALSE,FALSE,31,4,12,53
U135,23,F,Univ,FALSE,FALSE,30,2,13,43
U136,31,F,High,FALSE,TRUE,22,3,13,57
U137,23,F,Grad,FALSE,TRUE,25,1,7,49
U138,29,F,High,FALSE,TRUE,30,5,13,57
U139,31,M,High,FALSE,FALSE,35,4,14,46
U140,46,M,Univ,FALSE,TRUE,25,2,12,53
U141,31,F,High,FALSE,TRUE,35,3,5,56
U142,20,F,Univ,FALSE,TRUE,25,1,9,56
U143,26,M,UnivO,FALSE,FALSE,30,5,11,56
U144,30,M,Univ,FALSE,TRUE,32,4,14,50
U145,24,F,Univ,FALSE,TRUE,25,2,11,55
U146,28,M,UnivO,FALSE,TRUE,29,3,6,55
U147,33,F,Univ,TRUE,FALSE,25,1,9,49
U148,31,M,Univ,FALSE,FALSE,28,5,10,55
U149,20,F,Univ,FALSE,TRUE,15,4,9,49
U150,29,F,Univ,FALSE,FALSE,24,2,12,51
U151,31,M,HighO,FALSE,TRUE,44,3,12,50
U152,26,F,GradO,FALSE,TRUE,33,1,15,51
U153,25,F,UnivO,FALSE,FALSE,25,5,13,50
U154,37,M,HighO,FALSE,TRUE,35,4,20,59
U155,26,F,High,FALSE,TRUE,16,2,8,61
U156,20,F,High,FALSE,TRUE,30,3,20,52
U157,29,M,Univ,FALSE,TRUE,33,1,8,58
U158,23,F,Univ,FALSE,FALSE,27,5,7,43
U159,25,M,High,FALSE,FALSE,29,4,14,47
U160,31,M,Univ,FALSE,TRUE,30,2,11,53
U161,29,M,UnivO,FALSE,TRUE,19,3,10,51
U162,29,M,High,FALSE,TRUE,33,1,10,51
U163,30,M,Univ,TRUE,TRUE,29,5,12,49
U164,26,F,Univ,FALSE,TRUE,31,4,6,63
U165,26,F,Univ,TRUE,FALSE,31,2,12,51
U166,28,M,GradO,FALSE,TRUE,25,3,10,48
U167,31,M,Univ,FALSE,FALSE,21,1,9,51
U168,26,M,Univ,FALSE,TRUE,22,5,6,64
U169,48,F,Univ,FALSE,TRUE,24,4,13,53
U170,26,M,High,FALSE,FALSE,23,2,7,49
U171,35,F,High,FALSE,TRUE,34,3,5,50
U172,29,M,GradO,FALSE,TRUE,30,1,11,51
U173,34,F,GradO,FALSE,FALSE,25,5,17,55
U174,31,F,Univ,TRUE,TRUE,34,4,9,58
U175,26,F,Univ,FALSE,TRUE,20,2,10,54
U176,33,M,Univ,FALSE,TRUE,31,3,14,51
U177,29,F,Univ,FALSE,TRUE,20,1,9,58
U178,29,F,UnivO,TRUE,TRUE,30,5,10,57
U179,26,F,Univ,FALSE,TRUE,28,4,10,63
U180,25,F,Univ,FALSE,TRUE,32,2,14,58
U181,29,M,High,FALSE,FALSE,25,3,9,45
U182,26,F,Univ,FALSE,TRUE,30,1,8,47
U183,28,F,UnivO,FALSE,TRUE,42,5,9,58
U184,26,M,Univ,FALSE,FALSE,33,4,6,61
U185,23,M,High,FALSE,TRUE,34,2,14,47
U186,24,F,Grad,FALSE,FALSE,32,3,11,43
U187,42,M,GradO,FALSE,TRUE,30,1,10,55
U188,31,M,Univ,FALSE,TRUE,16,5,12,62
U189,25,F,UnivO,FALSE,TRUE,23,4,9,61
U190,33,F,Univ,FALSE,FALSE,30,2,10,44
U191,29,M,Univ,FALSE,FALSE,32,3,14,48
U192,20,M,Univ,FALSE,TRUE,30,1,7,53
U193,25,M,Grad,FALSE,TRUE,35,5,11,54
U194,49,F,Univ,FALSE,FALSE,34,4,13,46
U195,37,M,UnivO,FALSE,TRUE,23,2,8,52
U196,50,F,GradO,FALSE,TRUE,33,3,7,54
U197,42,F,UnivO,FALSE,TRUE,34,1,12,54
U198,35,M,Univ,TRUE,FALSE,28,5,10,48
U199,22,F,Univ,FALSE,TRUE,30,4,18,53
U200,30,M,Univ,FALSE,TRUE,28,2,15,52
U201,31,M,Univ,FALSE,TRUE,40,3,8,52
U202,31,M,High,FALSE,TRUE,33,1,16,56
U203,25,F,Univ,FALSE,TRUE,32,5,5,64
U204,33,F,Univ,FALSE,FALSE,30,4,7,46
U205,28,F,High,FALSE,TRUE,35,2,9,56
U206,32,M,Univ,FALSE,TRUE,22,3,10,51
U207,27,F,Grad,FALSE,FALSE,28,1,7,47
U208,29,M,Univ,FALSE,FALSE,28,5,9,53
U209,27,F,Univ,FALSE,TRUE,28,4,11,55
U210,22,F,Univ,FALSE,FALSE,33,2,12,49
U211,30,F,High,FALSE,TRUE,33,3,6,56
U212,25,F,Univ,FALSE,TRUE,30,1,6,64
U213,27,M,UnivO,FALSE,FALSE,30,5,11,48
U214,33,M,GradO,TRUE,FALSE,32,4,17,60
U215,28,M,Univ,FALSE,TRUE,34,2,13,55
U216,23,M,UnivO,FALSE,FALSE,26,3,9,52
U217,31,F,Univ,FALSE,TRUE,33,1,6,54
U218,34,F,UnivO,TRUE,FALSE,25,5,10,51
U219,30,M,Univ,FALSE,TRUE,19,4,10,54
U220,38,M,Univ,FALSE,TRUE,24,2,11,51
U221,31,F,High,FALSE,TRUE,42,3,6,48
U222,26,M,Univ,FALSE,TRUE,19,1,11,55
U223,26,F,High,FALSE,TRUE,30,5,8,65
U224,24,F,Univ,FALSE,TRUE,25,4,6,60
U225,25,F,GradO,FALSE,TRUE,21,2,12,55
U226,28,F,High,FALSE,TRUE,34,3,13,52
U227,50,F,Univ,FALSE,TRUE,28,1,6,49
U228,26,M,UnivO,FALSE,TRUE,31,5,5,66
U229,30,F,Univ,TRUE,FALSE,16,4,6,53
U230,31,F,UnivO,FALSE,FALSE,45,2,12,59
U231,32,F,Univ,TRUE,TRUE,31,3,9,47
U232,31,M,HighO,FALSE,TRUE,35,1,9,53
U233,24,M,Grad,FALSE,FALSE,26,5,6,47
U234,38,M,High,FALSE,TRUE,31,4,13,53
U235,31,F,GradO,FALSE,TRUE,27,2,9,58
U236,26,F,Univ,FALSE,FALSE,29,3,14,58
U237,33,F,Univ,FALSE,TRUE,43,1,11,49
U238,25,M,Univ,FALSE,TRUE,25,5,8,60
U239,28,F,Univ,FALSE,TRUE,35,4,6,62
U240,21,F,Univ,FALSE,FALSE,21,2,9,47
U241,28,M,Univ,FALSE,TRUE,30,3,5,57
U242,26,F,High,FALSE,TRUE,17,1,5,56
U243,26,F,HighO,FALSE,TRUE,31,5,5,59
U244,29,M,GradO,FALSE,TRUE,33,4,5,64
U245,23,M,High,FALSE,TRUE,25,2,11,50
U246,29,F,Univ,FALSE,FALSE,30,3,19,49
U247,35,F,UnivO,FALSE,TRUE,32,1,6,47
U248,31,M,Univ,FALSE,TRUE,31,5,5,60
U249,21,F,UnivO,FALSE,FALSE,18,4,20,52
U250,32,M,Univ,FALSE,TRUE,42,2,11,56
U251,31,M,UnivO,FALSE,TRUE,32,3,10,52
U252,28,F,UnivO,FALSE,TRUE,34,1,20,56
U253,27,F,Univ,FALSE,TRUE,17,5,6,54
U254,27,M,HighO,FALSE,FALSE,15,4,14,49
U255,24,F,UnivO,FALSE,TRUE,18,2,6,52
U256,28,M,Univ,FALSE,TRUE,29,3,5,59
U257,24,F,Univ,FALSE,TRUE,45,1,5,58
U258,24,F,Univ,FALSE,FALSE,23,5,14,44
U259,28,F,High,FALSE,TRUE,30,4,13,51
U260,29,M,Univ,TRUE,TRUE,30,2,11,54
U261,45,F,Univ,TRUE,TRUE,37,3,6,57
U262,27,M,UnivO,FALSE,TRUE,27,1,6,52
U263,29,M,High,FALSE,TRUE,34,5,13,52
U264,27,F,Univ,FALSE,TRUE,45,4,5,57
U265,26,F,Univ,FALSE,TRUE,33,2,14,53
U266,24,M,HighO,FALSE,TRUE,20,3,8,54
U267,33,M,Univ,FALSE,TRUE,28,1,12,54
U268,25,M,GradO,FALSE,TRUE,33,5,8,60
U269,26,M,Univ,FALSE,TRUE,28,4,13,50
U270,35,M,Univ,FALSE,TRUE,31,2,11,46
U271,25,F,Univ,FALSE,TRUE,16,3,6,55
U272,34,M,Univ,FALSE,TRUE,26,1,12,44
U273,27,M,UnivO,FALSE,TRUE,26,5,6,51
U274,32,F,UnivO,FALSE,FALSE,35,4,10,41
U275,25,F,High,FALSE,FALSE,30,2,8,53
U276,30,M,High,FALSE,TRUE,21,3,13,56
U277,43,M,UnivO,FALSE,TRUE,20,1,13,51
U278,31,F,GradO,FALSE,FALSE,35,5,8,52
U279,25,M,Univ,FALSE,TRUE,30,4,10,55
U280,25,F,Univ,FALSE,TRUE,35,2,12,55
U281,26,F,High,FALSE,TRUE,17,3,10,50
U282,31,F,Univ,FALSE,TRUE,26,1,6,55
U283,21,F,UnivO,FALSE,TRUE,25,5,14,60
U284,35,M,Univ,FALSE,TRUE,27,4,13,46
U285,35,M,High,FALSE,FALSE,29,2,14,49
U286,25,M,High,FALSE,TRUE,33,3,12,57
U287,29,M,Univ,FALSE,FALSE,35,1,10,47
U288,24,M,High,FALSE,FALSE,26,5,5,55
U289,28,F,GradO,FALSE,TRUE,33,4,12,49
U290,40,M,Univ,FALSE,FALSE,43,2,12,44
U291,31,M,HighO,FALSE,TRUE,16,3,12,53
U292,29,M,HighO,FALSE,FALSE,27,1,14,45
U293,21,M,HighO,FALSE,TRUE,27,5,13,49
U294,26,M,Grad,FALSE,TRUE,30,4,5,54
U295,30,F,GradO,FALSE,FALSE,30,2,14,42
U296,32,F,High,FALSE,TRUE,26,3,11,45
U297,29,F,Univ,FALSE,TRUE,26,1,10,55
U298,27,M,HighO,FALSE,FALSE,20,5,9,57
U299,29,M,Univ,FALSE,TRUE,35,4,14,53
U300,26,F,Univ,FALSE,TRUE,19,2,9,61
U301,24,F,Univ,FALSE,TRUE,31,3,10,53
U302,22,F,High,FALSE,TRUE,19,1,11,52
U303,29,M,Univ,FALSE,FALSE,33,5,14,44
U304,30,M,HighO,FALSE,TRUE,15,4,11,55
U305,23,F,High,FALSE,TRUE,18,2,9,45
U306,29,M,Univ,FALSE,TRUE,30,3,14,52
U307,27,M,Univ,FALSE,TRUE,30,1,7,54
U308,22,M,GradO,TRUE,FALSE,25,5,8,52
U309,28,M,High,FALSE,TRUE,35,4,19,56
U310,33,M,High,FALSE,FALSE,29,2,12,41
U311,23,F,High,FALSE,FALSE,30,3,11,52
U312,29,F,UnivO,FALSE,FALSE,29,1,5,57
U313,31,F,Univ,TRUE,FALSE,28,5,17,54
U314,30,M,Univ,FALSE,TRUE,40,4,12,48
U315,25,F,Univ,TRUE,FALSE,26,2,8,60
U316,24,M,Univ,FALSE,TRUE,33,3,8,49
U317,27,M,Univ,TRUE,TRUE,29,1,8,65
U318,31,M,Univ,FALSE,TRUE,26,5,9,58
U319,26,M,Univ,FALSE,TRUE,27,4,10,53
U320,42,F,UnivO,FALSE,TRUE,23,2,9,49
U321,26,M,HighO,FALSE,TRUE,24,3,11,54
U322,42,F,GradO,FALSE,TRUE,35,1,20,58
U323,27,F,UnivO,FALSE,TRUE,30,5,9,57
U324,24,F,Univ,FALSE,FALSE,34,4,6,48
U325,24,M,Univ,FALSE,TRUE,35,2,12,54
U326,27,F,High,FALSE,TRUE,35,3,7,60
U327,31,M,High,FALSE,TRUE,35,1,19,60
U328,24,M,Univ,FALSE,FALSE,35,5,10,40
U329,29,F,Univ,TRUE,TRUE,17,4,10,57
U330,22,F,Univ,FALSE,TRUE,35,2,6,51
U331,32,F,Univ,FALSE,TRUE,30,3,12,51
U332,48,M,UnivO,FALSE,TRUE,21,1,8,55
U333,23,M,Univ,FALSE,TRUE,35,5,5,56
U334,27,F,UnivO,FALSE,FALSE,31,4,8,49
U335,31,F,GradO,FALSE,FALSE,34,2,12,55
U336,25,F,UnivO,TRUE,FALSE,27,3,6,53
U337,26,F,Univ,FALSE,TRUE,18,1,9,55
U338,27,F,UnivO,FALSE,FALSE,34,5,13,56
U339,23,M,Univ,TRUE,FALSE,29,4,8,45
U340,28,F,Univ,FALSE,TRUE,28,2,5,58
U341,22,F,Univ,FALSE,TRUE,29,3,11,58
U342,25,M,High,FALSE,FALSE,30,1,13,57
U343,31,F,GradO,FALSE,FALSE,29,5,5,47
U344,21,M,Univ,FALSE,TRUE,40,4,10,50
U345,25,M,Univ,FALSE,TRUE,30,2,12,54
U346,26,F,Univ,FALSE,FALSE,25,3,10,55
U347,25,M,UnivO,FALSE,TRUE,25,1,8,60
U348,30,M,UnivO,FALSE,TRUE,40,5,9,57
U349,20,F,UnivO,FALSE,TRUE,27,4,7,63
U350,25,F,Univ,FALSE,TRUE,36,2,12,57
U351,24,F,Univ,FALSE,TRUE,21,3,14,45
U352,35,F,High,FALSE,FALSE,35,1,13,46
U353,25,M,Univ,FALSE,TRUE,29,5,16,52
U354,35,M,UnivO,FALSE,TRUE,31,4,14,57
U355,20,M,High,FALSE,TRUE,21,2,13,45
U356,23,M,GradO,FALSE,TRUE,32,3,9,48
U357,31,F,Univ,FALSE,FALSE,26,1,6,53
U358,32,F,Univ,FALSE,TRUE,20,5,6,56
U359,30,F,Grad,FALSE,FALSE,27,4,8,53
U360,35,F,High,FALSE,TRUE,31,2,10,52
U361,24,F,Univ,FALSE,TRUE,27,3,12,45
U362,29,M,GradO,TRUE,TRUE,31,1,14,63
U363,30,M,Univ,FALSE,TRUE,18,5,12,59
U364,27,M,High,FALSE,TRUE,32,4,13,56
U365,44,M,UnivO,TRUE,FALSE,30,2,6,51
U366,21,M,UnivO,FALSE,TRUE,15,3,12,50
U367,29,M,Univ,FALSE,TRUE,31,1,15,61
U368,25,M,Univ,FALSE,TRUE,26,5,13,48
U369,38,M,High,FALSE,FALSE,22,4,6,49
U370,34,M,Univ,FALSE,TRUE,34,2,11,54
U371,23,M,UnivO,TRUE,FALSE,35,3,11,45
U372,24,F,Univ,FALSE,TRUE,44,1,8,48
U373,41,F,Univ,FALSE,TRUE,33,5,11,53
U374,28,M,High,FALSE,FALSE,33,4,9,59
U375,27,F,Univ,FALSE,TRUE,24,2,14,53
U376,24,M,Univ,FALSE,TRUE,33,3,10,45
U377,33,F,High,FALSE,TRUE,35,1,13,49
U378,26,M,Univ,FALSE,FALSE,35,5,5,61
U379,31,F,Univ,FALSE,TRUE,19,4,7,61
U380,29,F,Univ,FALSE,TRUE,28,2,14,57
U381,25,F,Univ,FALSE,TRUE,27,3,9,53
U382,26,F,Univ,FALSE,FALSE,34,1,6,52
U383,26,F,High,FALSE,TRUE,16,5,13,48
U384,24,F,UnivO,FALSE,FALSE,26,4,8,51
U385,25,M,High,FALSE,TRUE,32,2,5,53
U386,24,M,GradO,FALSE,TRUE,39,3,9,52
U387,30,F,Univ,FALSE,TRUE,33,1,7,61
U388,27,M,HighO,FALSE,TRUE,25,5,6,57
U389,21,M,Univ,FALSE,TRUE,18,4,14,51
U390,20,F,GradO,FALSE,FALSE,29,2,10,49
U391,29,M,Univ,FALSE,TRUE,30,3,9,60
U392,34,F,High,FALSE,TRUE,34,1,15,48
U393,35,F,Univ,TRUE,TRUE,41,5,11,61
U394,31,M,Univ,FALSE,FALSE,15,4,12,47
U395,27,F,UnivO,FALSE,FALSE,25,2,9,52
U396,21,F,UnivO,TRUE,FALSE,34,3,6,56
U397,31,F,Univ,TRUE,FALSE,32,1,14,53
U398,31,F,Univ,FALSE,FALSE,21,5,7,59
U399,26,F,Univ,TRUE,FALSE,16,4,8,57
U400,27,M,Grad,TRUE,TRUE,31,2,14,54
U401,31,F,Univ,FALSE,TRUE,31,3,6,56
U402,28,M,Univ,FALSE,TRUE,30,1,13,57
U403,32,M,Grad,FALSE,TRUE,37,5,11,56
U404,35,F,Univ,FALSE,TRUE,17,4,12,49
U405,31,F,Univ,FALSE,FALSE,44,2,11,41
U406,24,M,Univ,TRUE,FALSE,26,3,12,49
U407,33,F,Univ,FALSE,TRUE,39,1,12,48
U408,24,F,Univ,FALSE,FALSE,34,5,10,52
U409,28,F,Grad,TRUE,TRUE,29,4,10,66
U410,30,M,High,FALSE,TRUE,35,2,6,62
U411,32,F,Univ,FALSE,FALSE,35,3,15,46
U412,38,M,High,FALSE,TRUE,35,1,11,50
U413,20,F,UnivO,FALSE,TRUE,29,5,14,55
U414,26,F,Univ,FALSE,TRUE,17,4,14,50
U415,37,M,GradO,FALSE,TRUE,35,2,14,46
U416,28,M,High,FALSE,TRUE,35,3,14,60
U417,31,M,UnivO,FALSE,TRUE,32,1,10,50
U418,32,M,High,FALSE,TRUE,28,5,13,60
U419,26,M,Grad,FALSE,TRUE,31,4,8,61
U420,30,M,Univ,FALSE,TRUE,27,2,14,46
U421,29,M,Univ,TRUE,TRUE,25,3,9,53
U422,23,M,Univ,FALSE,TRUE,37,1,13,51
U423,25,F,Grad,FALSE,TRUE,17,5,8,60
U424,24,M,Grad,FALSE,TRUE,34,4,10,50
U425,20,F,Univ,FALSE,TRUE,29,2,8,51
U426,24,M,UnivO,FALSE,TRUE,17,3,13,46
U427,26,M,Univ,FALSE,TRUE,32,1,19,54
U428,28,M,Univ,FALSE,FALSE,31,5,7,50
U429,25,M,Univ,FALSE,FALSE,26,4,9,60
U430,27,M,Univ,FALSE,FALSE,31,2,12,47
U431,31,F,High,FALSE,FALSE,24,3,9,57
U432,32,F,High,FALSE,TRUE,26,1,9,48
U433,31,F,Univ,FALSE,TRUE,28,5,9,62
U434,23,F,High,FALSE,TRUE,29,4,10,53
U435,27,F,UnivO,FALSE,TRUE,21,2,10,47
U436,31,M,Univ,FALSE,TRUE,34,3,6,53
U437,25,F,UnivO,FALSE,TRUE,30,1,13,56
U438,20,F,Univ,FALSE,TRUE,28,5,14,48
U439,34,F,UnivO,FALSE,TRUE,25,4,13,50
U440,30,F,Univ,FALSE,TRUE,29,2,13,48
U441,38,M,Grad,FALSE,TRUE,32,3,9,50
U442,44,F,Univ,FALSE,TRUE,25,1,8,49
U443,33,M,Univ,FALSE,TRUE,25,5,8,50
U444,31,F,UnivO,FALSE,TRUE,19,4,12,53
U445,22,F,GradO,FALSE,TRUE,38,2,8,57
U446,30,F,Univ,TRUE,TRUE,26,3,5,56
U447,46,M,Univ,FALSE,TRUE,26,1,7,51
U448,28,M,UnivO,TRUE,FALSE,27,5,11,59
U449,31,M,Univ,FALSE,TRUE,25,4,11,54
U450,25,M,Univ,FALSE,TRUE,39,2,8,55
U451,26,F,Univ,FALSE,FALSE,30,3,8,46
U452,32,M,Univ,FALSE,TRUE,45,1,12,47
U453,22,F,Univ,FALSE,TRUE,20,5,20,54
U454,20,M,Univ,FALSE,TRUE,33,4,20,53
U455,32,F,Univ,FALSE,FALSE,30,2,9,45
U456,31,F,Univ,FALSE,TRUE,18,3,14,57
U457,25,F,Univ,FALSE,TRUE,32,1,9,52
U458,28,M,Univ,FALSE,TRUE,30,5,6,54
U459,30,F,Univ,FALSE,TRUE,26,4,14,61
U460,27,M,Univ,FALSE,TRUE,31,2,5,58
U461,24,M,UnivO,FALSE,FALSE,32,3,10,53
U462,39,F,UnivO,FALSE,FALSE,32,1,14,46
U463,24,M,Univ,FALSE,TRUE,43,5,11,50
U464,30,M,High,FALSE,TRUE,23,4,13,53
U465,27,F,High,FALSE,TRUE,30,2,6,53
U466,27,F,Univ,FALSE,TRUE,28,3,5,52
U467,31,F,Univ,FALSE,TRUE,30,1,8,55
U468,25,M,Univ,FALSE,FALSE,20,5,10,47
U469,28,F,High,FALSE,TRUE,34,4,18,56
U470,31,F,Univ,FALSE,TRUE,32,2,14,49
U471,25,M,GradO,TRUE,FALSE,36,3,10,54
U472,26,M,GradO,FALSE,TRUE,29,1,5,57
U473,25,F,Univ,TRUE,FALSE,34,5,9,62
U474,22,M,UnivO,FALSE,TRUE,30,4,7,48
U475,27,F,HighO,FALSE,TRUE,33,2,12,47
U476,23,M,Univ,FALSE,TRUE,28,3,10,54
U477,28,M,Univ,FALSE,TRUE,25,1,5,55
U478,29,F,Grad,FALSE,TRUE,27,5,9,59
U479,34,F,GradO,TRUE,FALSE,15,4,13,55
U480,25,F,Univ,FALSE,FALSE,35,2,11,41
U481,29,F,HighO,FALSE,FALSE,35,3,14,54
U482,30,M,Grad,FALSE,FALSE,30,1,5,57
U483,28,M,Univ,FALSE,TRUE,26,5,9,64
